INVOICE_NO,CHIPSET / ASP,CPU / MPU,DISCRETE,LINEAR IC,LOGIC IC,MEMORY_EMBEDED,MEMORY_SYSTEM,OPTICAL AND SENSOR,OTHERS,PEMCO
306070251,0.0,0.0,0.0,11500.0,25000.0,0.0,0.0,0.0,0.0,0.0
306070252,0.0,0.0,0.0,23500.0,2000.0,0.0,0.0,0.0,0.0,0.0
306070260,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,4900.0,0.0
306070270,0.0,0.0,0.0,2000.0,20000.0,0.0,0.0,0.0,0.0,0.0
306070290,0.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0
306070291,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
306070299,189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070307,0.0,0.0,36000.0,3000.0,2500.0,0.0,0.0,0.0,0.0,0.0
306070313,0.0,0.0,0.0,24500.0,15000.0,0.0,0.0,0.0,0.0,0.0
306070315,0.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0
306070320,0.0,0.0,515000.0,0.0,0.0,0.0,0.0,0.0,3000.0,0.0
306070324,0.0,0.0,12000.0,12400.0,0.0,0.0,0.0,0.0,0.0,0.0
306070326,0.0,0.0,0.0,500.0,4000.0,0.0,0.0,0.0,0.0,0.0
306070327,0.0,900.0,0.0,5500.0,6000.0,0.0,0.0,0.0,0.0,0.0
306070338,0.0,0.0,18500.0,3000.0,7500.0,0.0,0.0,0.0,0.0,0.0
306070340,0.0,0.0,0.0,25900.0,50000.0,0.0,0.0,0.0,0.0,0.0
306070347,0.0,0.0,180000.0,22950.0,0.0,0.0,0.0,0.0,0.0,0.0
306070362,0.0,0.0,78000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070374,0.0,0.0,2000.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070383,0.0,0.0,110000.0,140000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070388,0.0,0.0,12000.0,0.0,30000.0,0.0,0.0,0.0,0.0,0.0
306070390,0.0,0.0,48000.0,0.0,1177500.0,0.0,0.0,0.0,0.0,0.0
306070392,0.0,0.0,0.0,15000.0,48000.0,0.0,0.0,0.0,0.0,0.0
306070394,0.0,0.0,0.0,10000.0,2500.0,0.0,0.0,0.0,0.0,0.0
306070395,0.0,0.0,2500.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070397,0.0,0.0,42200.0,0.0,12500.0,0.0,0.0,4000.0,0.0,4000.0
306070410,0.0,0.0,5000.0,10386.0,0.0,0.0,0.0,0.0,0.0,0.0
306070411,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070414,0.0,0.0,7200.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070419,0.0,0.0,40710.0,13575.0,5000.0,0.0,0.0,0.0,0.0,0.0
306070436,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070438,204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070442,0.0,0.0,73200.0,0.0,0.0,0.0,0.0,8000.0,0.0,0.0
306070444,0.0,0.0,0.0,5000.0,15000.0,0.0,0.0,0.0,0.0,0.0
306070454,0.0,0.0,30000.0,100000.0,50000.0,0.0,0.0,0.0,0.0,0.0
306070476,0.0,0.0,510.0,29000.0,0.0,0.0,0.0,0.0,10200.0,0.0
306070480,0.0,0.0,84000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0
306070485,0.0,0.0,3000.0,30000.0,300000.0,0.0,0.0,0.0,0.0,0.0
306070488,0.0,0.0,72200.0,70200.0,285000.0,0.0,0.0,90000.0,15450.0,0.0
306070489,0.0,0.0,0.0,18000.0,9000.0,0.0,0.0,0.0,0.0,0.0
306070490,30000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070491,5000.0,0.0,0.0,6000.0,6000.0,0.0,0.0,0.0,0.0,0.0
306070496,10400.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0
306070497,0.0,0.0,203000.0,204000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070510,0.0,0.0,0.0,250.0,2000.0,0.0,0.0,0.0,0.0,0.0
306070518,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306070519,204000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070523,0.0,0.0,946250.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0
306070538,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070539,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070544,0.0,0.0,0.0,15000.0,24000.0,0.0,0.0,0.0,0.0,0.0
306070545,80000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070553,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070561,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070576,0.0,0.0,0.0,0.0,0.0,200.0,70.0,0.0,0.0,0.0
306070579,0.0,0.0,267000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070593,0.0,0.0,0.0,5000.0,10000.0,0.0,0.0,0.0,0.0,0.0
306070597,0.0,0.0,1296000.0,393000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070612,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070618,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070629,5075.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070630,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,9200.0,11000.0,0.0
306070637,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070647,0.0,0.0,37800.0,4000.0,0.0,0.0,0.0,0.0,0.0,5000.0
306070685,0.0,0.0,20000.0,53000.0,88500.0,0.0,0.0,0.0,0.0,0.0
306070695,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070702,533267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070705,0.0,0.0,10000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
306070726,0.0,5040.0,0.0,9560.0,2000.0,0.0,0.0,0.0,0.0,0.0
306070727,0.0,0.0,0.0,22500.0,0.0,12000.0,0.0,0.0,0.0,0.0
306070741,0.0,0.0,426600.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070787,0.0,0.0,72000.0,0.0,6000.0,0.0,0.0,5000.0,0.0,0.0
306070808,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070819,0.0,0.0,33000.0,0.0,0.0,0.0,0.0,0.0,0.0,228000.0
306070823,0.0,0.0,30000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
306070840,0.0,0.0,11000.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
306070851,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070859,0.0,15990.0,0.0,0.0,250000.0,0.0,0.0,0.0,0.0,0.0
306070860,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070868,0.0,0.0,0.0,5000.0,70000.0,0.0,0.0,0.0,0.0,0.0
306070869,0.0,0.0,144000.0,0.0,57500.0,0.0,0.0,0.0,0.0,0.0
306070891,0.0,0.0,146000.0,19600.0,22500.0,0.0,0.0,0.0,0.0,0.0
306070897,0.0,0.0,0.0,37000.0,48000.0,0.0,0.0,0.0,0.0,0.0
306070903,0.0,0.0,0.0,464500.0,13500.0,0.0,0.0,0.0,0.0,0.0
306070908,0.0,0.0,0.0,66000.0,5000.0,0.0,0.0,0.0,0.0,0.0
306070910,95729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070913,0.0,0.0,0.0,8500.0,32000.0,0.0,0.0,0.0,0.0,0.0
306070920,0.0,0.0,0.0,58000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306070929,0.0,0.0,0.0,3000.0,6000.0,0.0,0.0,0.0,0.0,0.0
306070938,10400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306070939,0.0,0.0,2500.0,0.0,0.0,0.0,12000.0,0.0,0.0,0.0
306070959,0.0,0.0,39000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
306070961,0.0,0.0,0.0,115500.0,99000.0,15000.0,0.0,0.0,0.0,0.0
306070964,0.0,0.0,367700.0,0.0,0.0,0.0,0.0,3000.0,0.0,0.0
306070978,0.0,0.0,0.0,3100.0,5000.0,0.0,0.0,0.0,0.0,0.0
306070981,0.0,0.0,0.0,3000.0,6000.0,0.0,0.0,0.0,0.0,0.0
306070986,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,27500.0,0.0,0.0
306070987,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071004,0.0,0.0,216600.0,61000.0,6000.0,0.0,0.0,3000.0,0.0,0.0
306071005,0.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0
306071008,0.0,0.0,20000.0,0.0,22000.0,0.0,0.0,0.0,0.0,0.0
306071010,0.0,0.0,31450.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071012,0.0,0.0,48750.0,120.0,0.0,0.0,0.0,17000.0,0.0,0.0
306071013,0.0,0.0,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,76000.0
306071017,0.0,0.0,0.0,40000.0,5000.0,0.0,0.0,0.0,0.0,0.0
306071023,0.0,0.0,19500.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071024,250.0,0.0,146000.0,1000.0,155000.0,0.0,0.0,0.0,0.0,0.0
306071034,0.0,0.0,0.0,0.0,0.0,100.0,137.0,0.0,0.0,0.0
306071039,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071051,825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071060,0.0,0.0,0.0,60000.0,54000.0,0.0,0.0,0.0,0.0,0.0
306071064,0.0,0.0,0.0,9000.0,5000.0,0.0,0.0,0.0,63000.0,0.0
306071067,700057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071068,501066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071077,0.0,0.0,0.0,29500.0,0.0,60000.0,0.0,0.0,0.0,0.0
306071082,0.0,1260.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
306071086,0.0,0.0,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0
306071093,53900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071131,0.0,0.0,0.0,60000.0,14000.0,0.0,0.0,0.0,0.0,0.0
306071138,9000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071156,0.0,0.0,18000.0,43000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071160,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071164,0.0,0.0,11000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
306071175,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,40000.0,0.0,0.0
306071182,0.0,0.0,0.0,8160.0,12000.0,0.0,0.0,0.0,0.0,0.0
306071212,0.0,0.0,200000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071218,0.0,0.0,0.0,48000.0,9000.0,5000.0,0.0,0.0,0.0,0.0
306071221,0.0,0.0,10000.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
306071232,160000.0,0.0,5347000.0,916500.0,55500.0,0.0,2500.0,0.0,1500.0,0.0
306071235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071237,0.0,724.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
306071242,0.0,0.0,195000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071248,132000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071252,0.0,0.0,0.0,0.0,0.0,2500.0,6000.0,0.0,0.0,0.0
306071263,0.0,25000.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0
306071270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,100000.0,0.0
306071274,198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071275,291000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071292,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071304,0.0,0.0,37000.0,0.0,105000.0,0.0,0.0,0.0,0.0,0.0
306071307,0.0,10800.0,13000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0
306071310,0.0,0.0,1088000.0,39200.0,28800.0,0.0,0.0,14000.0,69000.0,0.0
306071311,0.0,0.0,6000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
306071328,0.0,0.0,9000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071334,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071344,0.0,0.0,11000.0,6000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306071357,0.0,0.0,84000.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0
306071359,0.0,0.0,10000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071364,0.0,0.0,103500.0,0.0,0.0,0.0,0.0,10000.0,0.0,0.0
306071366,0.0,0.0,39000.0,21000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071369,0.0,0.0,0.0,0.0,0.0,1000.0,760.0,0.0,0.0,0.0
306071374,0.0,0.0,15000.0,23600.0,0.0,3000.0,0.0,0.0,0.0,0.0
306071377,0.0,0.0,15000.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0
306071378,9300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071383,0.0,201000.0,3000.0,58500.0,12000.0,0.0,0.0,0.0,0.0,0.0
306071387,0.0,25120.0,0.0,88250.0,0.0,0.0,0.0,0.0,0.0,0.0
306071391,0.0,2000.0,0.0,31000.0,12000.0,0.0,0.0,0.0,0.0,0.0
306071392,0.0,0.0,42000.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0
306071401,0.0,55000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071403,0.0,1512.0,0.0,12500.0,4000.0,0.0,0.0,0.0,0.0,0.0
306071407,0.0,0.0,0.0,60000.0,30000.0,0.0,0.0,0.0,0.0,0.0
306071409,0.0,0.0,1000.0,1000.0,2000.0,4000.0,0.0,0.0,0.0,0.0
306071413,0.0,0.0,0.0,21000.0,6000.0,0.0,0.0,0.0,0.0,0.0
306071414,0.0,0.0,0.0,3000.0,2000.0,0.0,0.0,0.0,0.0,0.0
306071424,0.0,0.0,0.0,11000.0,2000.0,0.0,0.0,0.0,0.0,0.0
306071444,0.0,3000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071445,0.0,0.0,0.0,0.0,4000.0,4000.0,0.0,0.0,0.0,0.0
306071447,19200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071448,0.0,0.0,0.0,7720.0,6000.0,0.0,0.0,0.0,0.0,0.0
306071454,0.0,0.0,285000.0,84000.0,123000.0,0.0,0.0,0.0,0.0,0.0
306071457,0.0,0.0,0.0,100000.0,75000.0,0.0,0.0,0.0,0.0,0.0
306071461,0.0,0.0,14500.0,0.0,3000.0,3000.0,0.0,0.0,0.0,0.0
306071471,0.0,0.0,10000.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
306071472,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071475,0.0,0.0,29000.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0
306071476,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071477,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,2000.0,0.0
306071478,0.0,0.0,14000.0,0.0,16000.0,0.0,0.0,0.0,0.0,0.0
306071492,0.0,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,3000.0,0.0
306071493,0.0,3000.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,0.0
306071507,0.0,0.0,87000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071509,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0
306071510,0.0,0.0,174500.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
306071518,0.0,0.0,75000.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0
306071526,0.0,5000.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
306071528,128000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071552,660.0,16400.0,30000.0,0.0,0.0,0.0,0.0,0.0,30000.0,0.0
306071555,52000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071556,0.0,0.0,0.0,0.0,60000.0,0.0,0.0,0.0,32000.0,0.0
306071569,484.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071575,0.0,0.0,0.0,3000.0,205500.0,0.0,0.0,0.0,0.0,0.0
306071576,0.0,0.0,2020500.0,2575500.0,47500.0,0.0,0.0,0.0,6000.0,0.0
306071579,0.0,0.0,16000.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0
306071580,0.0,0.0,504000.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071583,0.0,0.0,3600000.0,0.0,51000.0,0.0,0.0,0.0,0.0,0.0
306071593,660.0,0.0,2000.0,1000.0,0.0,0.0,0.0,0.0,2000.0,0.0
306071597,0.0,0.0,36400.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071603,0.0,0.0,0.0,5000.0,10000.0,0.0,0.0,0.0,0.0,0.0
306071605,0.0,0.0,0.0,0.0,0.0,63000.0,190000.0,0.0,0.0,0.0
306071617,0.0,0.0,219000.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0
306071621,0.0,0.0,1500.0,14000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306071627,0.0,0.0,0.0,9000.0,9000.0,0.0,0.0,0.0,0.0,0.0
306071639,0.0,900.0,800.0,0.0,27500.0,0.0,0.0,0.0,0.0,0.0
306071640,0.0,6240.0,0.0,0.0,42500.0,0.0,0.0,0.0,0.0,0.0
306071641,0.0,0.0,0.0,0.0,0.0,11000.0,2000.0,0.0,0.0,0.0
306071656,1345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071673,675.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071674,0.0,0.0,0.0,0.0,0.0,1392029.0,835406.0,0.0,0.0,0.0
306071677,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071688,0.0,4000.0,0.0,122000.0,153000.0,0.0,0.0,0.0,0.0,0.0
306071690,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071698,0.0,0.0,60000.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071700,0.0,0.0,25500.0,3250.0,0.0,0.0,0.0,0.0,0.0,0.0
306071704,2100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071724,16000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071732,0.0,0.0,0.0,315000.0,60000.0,0.0,0.0,0.0,0.0,0.0
306071733,0.0,0.0,20000.0,0.0,54000.0,0.0,0.0,0.0,0.0,0.0
306071738,0.0,0.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,66000.0
306071742,2000.0,0.0,4261500.0,749140.0,115840.0,0.0,0.0,0.0,0.0,0.0
306071744,0.0,0.0,0.0,12000.0,0.0,4000.0,0.0,0.0,0.0,0.0
306071753,11200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071756,0.0,0.0,0.0,45000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306071758,0.0,0.0,0.0,5000.0,34000.0,0.0,0.0,0.0,0.0,0.0
306071760,0.0,0.0,0.0,5750.0,21500.0,0.0,0.0,0.0,0.0,0.0
306071763,0.0,0.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0
306071766,0.0,5500.0,0.0,1000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306071773,4520.0,3665.0,0.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0
306071778,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071779,0.0,0.0,1772000.0,1359000.0,182000.0,0.0,0.0,0.0,1115000.0,0.0
306071780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3435.0,0.0,100.0
306071781,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071783,0.0,0.0,32000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071795,0.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0
306071798,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071801,0.0,0.0,0.0,0.0,0.0,78000.0,16000.0,0.0,0.0,0.0
306071802,0.0,0.0,0.0,0.0,0.0,29000.0,8000.0,0.0,0.0,0.0
306071822,42000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071824,0.0,0.0,0.0,45438.0,24000.0,5000.0,0.0,0.0,0.0,0.0
306071825,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071833,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071838,0.0,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071848,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071853,0.0,0.0,0.0,40000.0,64000.0,0.0,0.0,0.0,0.0,0.0
306071858,0.0,0.0,0.0,130000.0,13000.0,0.0,0.0,0.0,0.0,0.0
306071860,0.0,0.0,60000.0,10000.0,0.0,0.0,0.0,0.0,3000.0,0.0
306071867,0.0,13785.0,0.0,9000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071874,0.0,0.0,0.0,1002000.0,18000.0,0.0,0.0,0.0,9000.0,0.0
306071889,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071893,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071898,84000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071906,0.0,1770.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071953,0.0,3000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071961,162000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306071962,0.0,0.0,0.0,175000.0,5000.0,0.0,0.0,0.0,0.0,0.0
306071963,0.0,0.0,36800.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0
306071979,377.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306072010,0.0,0.0,0.0,10000.0,5000.0,0.0,0.0,0.0,0.0,0.0
306072011,0.0,0.0,24000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0
306072013,0.0,0.0,98250.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0
306072014,0.0,0.0,0.0,2000.0,3000.0,0.0,0.0,0.0,0.0,0.0
306072016,50000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306072032,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306072033,0.0,1260.0,0.0,11500.0,0.0,0.0,0.0,0.0,0.0,0.0
306072034,0.0,0.0,0.0,2500.0,2500.0,0.0,0.0,0.0,0.0,0.0
306072035,0.0,0.0,0.0,84000.0,40000.0,0.0,0.0,0.0,0.0,0.0
306072037,0.0,0.0,0.0,4000.0,2000.0,0.0,0.0,0.0,0.0,0.0
306072043,0.0,0.0,0.0,18500.0,4000.0,0.0,0.0,0.0,0.0,0.0
306072052,12500.0,0.0,88400.0,17000.0,0.0,0.0,0.0,0.0,0.0,0.0
306072056,0.0,9800.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306072067,0.0,0.0,9000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0
306072072,0.0,5000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
306072081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,12360.0
306072082,0.0,0.0,0.0,42500.0,60000.0,0.0,0.0,0.0,0.0,0.0
306072104,0.0,0.0,538000.0,0.0,800000.0,0.0,0.0,45000.0,0.0,0.0
306072112,0.0,0.0,15000.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0
316070002,0.0,0.0,0.0,8500.0,3000.0,0.0,0.0,0.0,0.0,0.0
316070003,0.0,0.0,18000.0,36000.0,0.0,0.0,0.0,0.0,0.0,0.0
316070005,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,5000.0,0.0,0.0
316070007,0.0,0.0,6000.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0
316070008,0.0,2000.0,0.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0
316070009,0.0,0.0,0.0,27000.0,0.0,0.0,0.0,204000.0,0.0,0.0
316070010,0.0,900.0,0.0,9500.0,3000.0,0.0,0.0,0.0,0.0,0.0
316070011,0.0,0.0,6000.0,19000.0,20000.0,0.0,0.0,305500.0,0.0,0.0
316070012,0.0,0.0,0.0,12000.0,19500.0,0.0,0.0,0.0,0.0,0.0
316070016,0.0,0.0,18200.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0
316070026,0.0,0.0,0.0,15000.0,7000.0,0.0,0.0,0.0,0.0,0.0
316070028,0.0,0.0,0.0,30000.0,15000.0,0.0,0.0,0.0,0.0,0.0
316070029,0.0,0.0,0.0,607000.0,192000.0,0.0,0.0,0.0,0.0,0.0
316070040,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316070043,0.0,0.0,0.0,27500.0,0.0,8000.0,0.0,0.0,0.0,0.0
316070048,0.0,0.0,0.0,250.0,3000.0,0.0,0.0,0.0,0.0,0.0
316070053,63000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316070055,0.0,320.0,0.0,2500.0,111000.0,0.0,0.0,0.0,0.0,0.0
316070057,0.0,0.0,0.0,120.0,9000.0,4000.0,0.0,0.0,0.0,0.0
316070060,0.0,0.0,0.0,5000.0,6000.0,4000.0,0.0,0.0,0.0,0.0
316070065,0.0,0.0,0.0,47000.0,50500.0,0.0,0.0,0.0,0.0,0.0
316070085,0.0,0.0,0.0,14000.0,3000.0,0.0,0.0,0.0,0.0,0.0
316070086,0.0,0.0,0.0,17500.0,6000.0,0.0,0.0,0.0,0.0,0.0
316070108,0.0,0.0,18000.0,0.0,617500.0,0.0,0.0,0.0,0.0,0.0
316070111,0.0,0.0,9000.0,13000.0,28500.0,0.0,0.0,0.0,0.0,0.0
316070114,0.0,0.0,100500.0,0.0,0.0,0.0,0.0,0.0,0.0,20000.0
316070137,0.0,0.0,62500.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0
